id,nombre,cantidad,serie,origen,origen_id,fecha_adquisicion,precio,categoria_id,dependencia_id,almacenamiento_id,estado_id,mantenimiento_id,observaciones,deleted_at,created_at,updated_at
70,"Silla Ergonómica",1,0,Institucional,2,1990-01-01,0.00,1,131,1,4,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
71,Tablero,1,0,Institucional,2,1990-01-01,0.00,4,10,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
72,Tambora,4,0,Municipal,3,1990-01-01,0.00,4,10,1,3,1,"1 Para Mantenimiento.",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
73,Timbal,1,NULL,Institucional,2,1990-01-01,0.00,4,10,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
74,Trompetas,1,NULL,Institucional,2,1990-01-01,0.00,4,10,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
75,Base,1,0,-,1,1990-01-01,0.00,1,11,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
76,Escritorio,1,0,-,1,1990-01-01,0.00,1,11,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
77,Pantalla,1,0,-,1,1990-01-01,0.00,7,11,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
78,Portátil,1,0,Institucional,2,2021-11-16,1800000.00,5,11,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
79,Rac,1,0,-,1,1990-01-01,0.00,1,11,1,4,1,"En uso; Estaba en S1 A217 (Sala Sistemas 01)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
80,Silla,1,0,-,1,1990-01-01,0.00,1,11,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
81,"Silla Universitaria",40,0,-,1,1990-01-01,0.00,1,11,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
82,Tablero,2,0,-,1,1990-01-01,0.00,1,11,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
83,"Video Beam",1,0,-,1,1990-01-01,0.00,7,11,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
84,Vitrina,1,0,-,1,1990-01-01,0.00,1,11,1,3,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
85,"Cable 2X1",1,NULL,Institucional,2,1990-01-01,15000.00,6,15,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
86,Escritorio,1,0,-,1,1990-01-01,0.00,1,15,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
87,Portátil,1,2679625,Seduca,4,1990-01-01,0.00,5,15,1,3,1," 2679625 (Asignado por Francisco)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
88,Silla,1,0,-,1,1990-01-01,0.00,1,15,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
89,"Silla Universitaria",37,0,-,1,1990-01-01,0.00,1,15,1,3,1,"HabÃ­an 47; 10 Se Pasaron Al Salón De Juegos. 2023-05-02",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
90,Tablero,2,0,-,1,1990-01-01,0.00,1,15,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
91,"Teatro En Casa",1,0,Institucional,2,2021-11-16,490000.00,7,15,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
92,"Video Beam",1,0,Institucional,2,1990-01-01,0.00,7,26,2,2,1,"2023-03-01 S1 A115 (Aula Yuli Piedrahita)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
93,Vitrina,1,0,-,1,1990-01-01,0.00,1,15,1,3,1,"La Vitrina No Cuenta Con Cerradura.",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
94,Bafle,1,0,-,1,1990-01-01,0.00,6,16,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
95,"Cabina Activa",1,0,-,1,1990-01-01,0.00,6,53,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
96,Calculadora,14,0,-,1,1990-01-01,0.00,3,75,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
97,Escritorio,1,0,-,1,1990-01-01,0.00,1,16,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
98,Silla,1,0,-,1,1990-01-01,0.00,1,80,1,2,1,"2025-06-10 Estaba en S1 A116 (Aula Materiales)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
99,"Silla Universitaria",38,0,-,1,1990-01-01,0.00,1,80,1,2,1,"2025-06-10 Estaba en S1 A116 (Aula Materiales) 2 Malas",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
100,"Silla Rimax",1,0,-,1,1990-01-01,10000.00,1,53,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
101,Tablero,2,0,-,1,1990-01-01,0.00,1,16,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
102,Tableta,19,"1618ET033538 - 1618ET033739",Seduca,4,1990-01-01,250000.00,5,76,1,2,1,"Desde 1618ET033538 - Hasta 1618ET033739",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
103,"Video Beam",1,0,-,1,1990-01-01,0.00,7,16,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
104,Estante,1,0,-,1,1990-01-01,0.00,1,16,1,2,1," Chapa Mala",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
105,Atril,1,0,-,1,1990-01-01,0.00,1,48,1,2,1,"Cambio De Dependencia A Aula De Clase De Docente Lina Lopera",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
106,Bafle,1,0,-,1,1990-01-01,0.00,6,17,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
107,Cuadro,1,0,-,1,1990-01-01,0.00,1,17,1,2,1,"Propiedad De La Profesora",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
108,Escritorio,1,0,-,1,1990-01-01,0.00,1,17,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
109,Minicomponente,1,0,-,1,1990-01-01,0.00,1,17,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
110,Silla,1,0,-,1,1990-01-01,0.00,1,17,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
111,"Silla Universitaria",44,0,-,1,1990-01-01,0.00,1,17,1,3,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
112,Tablero,2,0,-,1,1990-01-01,0.00,1,17,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
113,"Video Beam",1,0,-,1,1990-01-01,0.00,7,17,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
114,Vitrina,1,0,-,1,1990-01-01,0.00,1,17,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
115,Mesa,1,0,-,1,1990-01-01,0.00,1,18,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
116,Mesa,1,0,-,1,1990-01-01,0.00,1,18,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
117,Mesa,2,0,-,1,1990-01-01,0.00,1,18,1,2,1,"Una Buena, Otra Mala",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
118,"Silla Rimax",28,0,-,1,1990-01-01,10000.00,1,18,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
119,"Silla Rimax",2,0,-,1,1990-01-01,10000.00,1,18,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
120,"Silla Rimax",2,0,-,1,1990-01-01,10000.00,1,67,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
121,"Silla Rimax",6,0,-,1,1990-01-01,10000.00,1,18,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
122,Vitrina,1,0,-,1,1990-01-01,0.00,1,18,1,3,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
123,Bafle,1,0,-,1,1990-01-01,0.00,6,20,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
124,Escritorio,1,0,-,1,1990-01-01,0.00,1,20,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
125,Minicomponente,1,0,-,1,1990-01-01,0.00,1,131,1,4,1,"S1 A120 (Aula Arcadio Ocampo) 2023-05-058",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
126,Portátil,1,2679632,Seduca,4,1990-01-01,0.00,5,20,1,2,1,"2679632 (Asignado por Francisco)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
127,"Silla Universitaria",41,0,Seduca,4,1990-01-01,0.00,1,20,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
128,Silla,1,0,-,1,1990-01-01,0.00,1,20,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
129,Tablero,1,0,-,1,1990-01-01,0.00,1,20,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
130,"Video Beam",1,0,-,1,1990-01-01,0.00,7,20,1,3,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
131,Estante,1,0,-,1,1990-01-01,0.00,1,20,1,2,1,"Con Chapas Malas",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
132,Escalera,1,0,-,1,1990-01-01,0.00,20,125,1,2,1,"2023-10-19 S2 B102 (Cuarto Útil Primaria) Prestado.",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
133,Mesa,11,0,-,1,1990-01-01,0.00,1,22,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
134,Bafle,2,0,-,1,1990-01-01,0.00,6,23,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
135,Computador,1,0,-,1,1990-01-01,0.00,5,23,1,3,2,"Requiere Mantenimiento, Esta Lento",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
136,Consola,1,0,-,1,1990-01-01,0.00,6,23,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
137,Consola,1,0,-,1,1990-01-01,0.00,6,23,1,4,2,"Para reparación",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
138,Gabinete,1,0,-,1,1990-01-01,0.00,1,23,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
139,Micrófono,1,0,-,1,1990-01-01,0.00,6,23,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
140,Micrófono,2,0,-,1,1990-01-01,0.00,6,23,1,2,1,"S1 A117 (aula Lina Lopera)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
141,Modem,1,0,-,1,1990-01-01,0.00,1,23,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
142,Portátil,1,0,Institucional,2,1990-01-01,0.00,5,23,1,3,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
143,"Silla Ergonómica",1,0,-,1,1990-01-01,0.00,1,23,1,4,1,"Para reparación",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
144,"Silla Ergonómica",1,0,-,1,1990-01-01,0.00,1,23,1,3,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
145,Ups,1,0,-,1,1990-01-01,0.00,1,23,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
146,Ups,1,0,-,1,1990-01-01,0.00,1,23,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
147,Archivador,1,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
148,"Cocina Integral",1,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
149,Computador,1,0,-,1,1990-01-01,0.00,5,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
150,Computador,1,0,-,1,1990-01-01,0.00,5,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
151,Computador,1,0,-,1,1990-01-01,0.00,5,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
152,Escritorio,30,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
153,"Horno Microondas",1,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
154,Minicomponente,1,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
155,"Modulo Oficina",6,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
156,Nevera,1,0,-,1,1990-01-01,0.00,24,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
157,Silla,5,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
158,Silla,1,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
159,Silla,4,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
160,Silla,5,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
161,Silla,12,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
162,"Silla Rimax",3,0,-,1,1990-01-01,10000.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
163,"Silla Rimax",1,0,-,1,1990-01-01,10000.00,1,24,1,2,1,"S1 A318 (laboratorio Química)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
164,"Silla Rimax",3,0,-,1,1990-01-01,10000.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
165,"Silla Rimax",6,0,-,1,1990-01-01,10000.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
166,Tablero,2,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
167,Tablero,1,0,-,1,1990-01-01,0.00,1,24,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
168,"Adaptador Wifi",1,0,Institucional,2,1990-01-01,75000.00,9,26,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
169,"Cable 2X1",1,0,Institucional,2,1990-01-01,15000.00,6,26,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
170,"Cable Hdmi",6,0,Institucional,2,1990-01-01,50000.00,6,26,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
171,"Cable Hdmi",1,0,Institucional,2,1990-01-01,70000.00,6,26,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
172,"Cargador Baterías",1,0,Institucional,2,1990-01-01,20000.00,9,26,2,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
173,Charol,4,NULL,"Donación Prom 2018",6,1990-01-01,20000.00,20,26,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
174,Computador,1,0,Institucional,2,2021-11-16,2400000.00,5,26,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
175,"Dispensador Botellón",1,0,Institucional,2,1990-01-01,0.00,9,26,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
176,Extensión,1,NULL,Institucional,2,1990-01-01,0.00,26,26,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
177,Mantel,9,NULL,"Donación Prom 2018",6,1990-01-01,20000.00,20,26,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
178,Portátil,1,0,Institucional,2,2021-11-16,1800000.00,5,26,1,1,1,"S/n M5n0cx02f530193",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
179,Portátil,1,PA2021003237,Seduca,4,1990-01-01,980000.00,5,26,1,1,1,"No enciende S/N PA2021003237",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
180,Portátil,1,PA2021011523,Seduca,4,1990-01-01,980000.00,5,26,1,1,1,PA2021011523,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
181,Portátil,18,"26101193 - 26106472 ",Seduca,4,1990-01-01,0.00,5,46,1,2,1,"26101193 - 26106472 (Son Los Que Estaban En Primaria)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
182,"Regulador De Voltaje",1,0,Institucional,2,1990-01-01,0.00,9,26,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
183,Router,1,0,Institucional,2,1990-01-01,0.00,6,26,2,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
184,Tableta,8,"1618ET033293 - 1618ET037425",Seduca,4,1990-01-01,250000.00,5,26,1,2,1,"(Son de Primaria)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
185,Tableta,45,"1618ET037428 - 1618ET046239",Seduca,4,1990-01-01,250000.00,5,46,1,2,1,"Desde 1618et037428 - Hasta 1618et046239 // 2023-08-01 De Las 29 Hay Una En Mal Estado",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
186,Televisor,1,0,Institucional,2,1990-01-01,0.00,7,26,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
187,"Video Beam",1,0,-,1,1990-01-01,0.00,7,26,2,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
188,"Video Beam",1,0,Institucional,2,2021-11-16,0.00,7,44,1,1,1,"Con Base",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
